,Temp,Yield,Comp,Al,Cr,Mn,Fe,Co,Ni,Cu,Ta,Ti,V,Zr,Nb,Mo,Zn,W,Sn,Nd
199,25,1250,CoCrFeHf0.5Ni,0,0.25,0,0.25,0.25,0.25,0,0,0,0,0,0,0,0,0,0,0
200,600,1200,CoCrFeHf0.5Ni,0,0.25,0,0.25,0.25,0.25,0,0,0,0,0,0,0,0,0,0,0
201,800,420,CoCrFeHf0.5Ni,0,0.25,0,0.25,0.25,0.25,0,0,0,0,0,0,0,0,0,0,0
202,1756.33,0,CoCrFeHf0.5Ni,0,0.25,0,0.25,0.25,0.25,0,0,0,0,0,0,0,0,0,0,0
203,25,1560,CoCrFeHf0.6Ni,0,0.25,0,0.25,0.25,0.25,0,0,0,0,0,0,0,0,0,0,0
204,600,1290,CoCrFeHf0.6Ni,0,0.25,0,0.25,0.25,0.25,0,0,0,0,0,0,0,0,0,0,0
205,800,470,CoCrFeHf0.6Ni,0,0.25,0,0.25,0.25,0.25,0,0,0,0,0,0,0,0,0,0,0
206,1783.74,0,CoCrFeHf0.6Ni,0,0.25,0,0.25,0.25,0.25,0,0,0,0,0,0,0,0,0,0,0
207,22,1005,Cr20Nb30Ti40Zr10,0,0.2,0,0,0,0,0,0,0.4,0,0.1,0.3,0,0,0,0,0
208,600,775,Cr20Nb30Ti40Zr10,0,0.2,0,0,0,0,0,0,0.4,0,0.1,0.3,0,0,0,0,0
209,700,535,Cr20Nb30Ti40Zr10,0,0.2,0,0,0,0,0,0,0.4,0,0.1,0.3,0,0,0,0,0
210,800,205,Cr20Nb30Ti40Zr10,0,0.2,0,0,0,0,0,0,0.4,0,0.1,0.3,0,0,0,0,0
211,1000,60,Cr20Nb30Ti40Zr10,0,0.2,0,0,0,0,0,0,0.4,0,0.1,0.3,0,0,0,0,0
212,1977.2,0,Cr20Nb30Ti40Zr10,0,0.2,0,0,0,0,0,0,0.4,0,0.1,0.3,0,0,0,0,0
213,25,1595,CrMo0.5NbTa0.5TiZr,0,0.2,0,0,0,0,0,0.1,0.2,0,0.2,0.2,0.1,0,0,0,0
214,800,983,CrMo0.5NbTa0.5TiZr,0,0.2,0,0,0,0,0,0.1,0.2,0,0.2,0.2,0.1,0,0,0,0
215,1000,546,CrMo0.5NbTa0.5TiZr,0,0.2,0,0,0,0,0,0.1,0.2,0,0.2,0.2,0.1,0,0,0,0
216,1200,170,CrMo0.5NbTa0.5TiZr,0,0.2,0,0,0,0,0,0.1,0.2,0,0.2,0.2,0.1,0,0,0,0
217,2145,0,CrMo0.5NbTa0.5TiZr,0,0.2,0,0,0,0,0,0.1,0.2,0,0.2,0.2,0.1,0,0,0,0
218,23,1518,CrMoNbV,0,0.25,0,0,0,0,0,0,0,0.25,0,0.25,0.25,0,0,0,0
219,300,1432,CrMoNbV,0,0.25,0,0,0,0,0,0,0,0.25,0,0.25,0.25,0,0,0,0
220,500,1270,CrMoNbV,0,0.25,0,0,0,0,0,0,0,0.25,0,0.25,0.25,0,0,0,0
221,700,1142,CrMoNbV,0,0.25,0,0,0,0,0,0,0,0.25,0,0.25,0.25,0,0,0,0
222,800,1121,CrMoNbV,0,0.25,0,0,0,0,0,0,0,0.25,0,0.25,0.25,0,0,0,0
223,900,1095,CrMoNbV,0,0.25,0,0,0,0,0,0,0,0.25,0,0.25,0.25,0,0,0,0
224,1000,1080,CrMoNbV,0,0.25,0,0,0,0,0,0,0,0.25,0,0.25,0.25,0,0,0,0
225,2229,0,CrMoNbV,0,0.25,0,0,0,0,0,0,0,0.25,0,0.25,0.25,0,0,0,0
226,25,1298,CrNbTiVZr,0,0.2,0,0,0,0,0,0,0.2,0.2,0.2,0.2,0,0,0,0,0
227,600,1230,CrNbTiVZr,0,0.2,0,0,0,0,0,0,0.2,0.2,0.2,0.2,0,0,0,0,0
228,800,615,CrNbTiVZr,0,0.2,0,0,0,0,0,0,0.2,0.2,0.2,0.2,0,0,0,0,0
229,1000,259,CrNbTiVZr,0,0.2,0,0,0,0,0,0,0.2,0.2,0.2,0.2,0,0,0,0,0
230,1963,0,CrNbTiVZr,0,0.2,0,0,0,0,0,0,0.2,0.2,0.2,0.2,0,0,0,0,0
231,25,1260,CrNbTiZr,0,0.25,0,0,0,0,0,0,0.25,0,0.25,0.25,0,0,0,0,0
232,600,1035,CrNbTiZr,0,0.25,0,0,0,0,0,0,0.25,0,0.25,0.25,0,0,0,0,0
233,800,300,CrNbTiZr,0,0.25,0,0,0,0,0,0,0.25,0,0.25,0.25,0,0,0,0,0
234,1000,115,CrNbTiZr,0,0.25,0,0,0,0,0,0,0.25,0,0.25,0.25,0,0,0,0,0
235,1977,0,CrNbTiZr,0,0.25,0,0,0,0,0,0,0.25,0,0.25,0.25,0,0,0,0,0
236,25,2050,CrTaTi0.3VW,0,0.23255814,0,0,0,0,0,0.23255814,0.069767442,0.23255814,0,0,0,0,0.23255814,0,0
237,1200,586,CrTaTi0.3VW,0,0.23255814,0,0,0,0,0,0.23255814,0.069767442,0.23255814,0,0,0,0,0.23255814,0,0
238,2501,0,CrTaTi0.3VW,0,0.23255814,0,0,0,0,0,0.23255814,0.069767442,0.23255814,0,0,0,0,0.23255814,0,0
239,25,2327,CrTaVW,0,0.25,0,0,0,0,0,0.25,0,0.25,0,0,0,0,0.25,0,0
240,1200,979,CrTaVW,0,0.25,0,0,0,0,0,0.25,0,0.25,0,0,0,0,0.25,0,0
241,2564,0,CrTaVW,0,0.25,0,0,0,0,0,0.25,0,0.25,0,0,0,0,0.25,0,0
242,25,1037,Hf0.25NbTaW0.5,0,0,0,0,0,0,0,0.4,0,0,0,0.4,0,0,0.2,0,0
243,25,942,Hf0.25NbTaW0.5,0,0,0,0,0,0,0,0.4,0,0,0,0.4,0,0,0.2,0,0
244,1000,584,Hf0.25NbTaW0.5,0,0,0,0,0,0,0,0.4,0,0,0,0.4,0,0,0.2,0,0
245,1200,577,Hf0.25NbTaW0.5,0,0,0,0,0,0,0,0.4,0,0,0,0.4,0,0,0.2,0,0
246,1400,455,Hf0.25NbTaW0.5,0,0,0,0,0,0,0,0.4,0,0,0,0.4,0,0,0.2,0,0
247,2998.64,0,Hf0.25NbTaW0.5,0,0,0,0,0,0,0,0.4,0,0,0,0.4,0,0,0.2,0,0
248,25,822,Hf0.4Nb1.54Ta1.54Ti0.89Zr0.64,0,0,0,0,0,0,0,0.334056399,0.193058568,0,0.138828633,0.334056399,0,0,0,0,0
249,60,795,Hf0.4Nb1.54Ta1.54Ti0.89Zr0.64,0,0,0,0,0,0,0,0.334056399,0.193058568,0,0.138828633,0.334056399,0,0,0,0,0
250,100,765,Hf0.4Nb1.54Ta1.54Ti0.89Zr0.64,0,0,0,0,0,0,0,0.334056399,0.193058568,0,0.138828633,0.334056399,0,0,0,0,0
251,200,650,Hf0.4Nb1.54Ta1.54Ti0.89Zr0.64,0,0,0,0,0,0,0,0.334056399,0.193058568,0,0.138828633,0.334056399,0,0,0,0,0
252,300,590,Hf0.4Nb1.54Ta1.54Ti0.89Zr0.64,0,0,0,0,0,0,0,0.334056399,0.193058568,0,0.138828633,0.334056399,0,0,0,0,0
253,2402,0,Hf0.4Nb1.54Ta1.54Ti0.89Zr0.64,0,0,0,0,0,0,0,0.334056399,0.193058568,0,0.138828633,0.334056399,0,0,0,0,0
254,-268.8,2390,Hf0.75NbTa0.5Ti1.5Zr1.25,0,0,0,0,0,0,0,0.117647059,0.352941176,0,0.294117647,0.235294118,0,0,0,0,0
255,-268.8,2250,Hf0.75NbTa0.5Ti1.5Zr1.25,0,0,0,0,0,0,0,0.117647059,0.352941176,0,0.294117647,0.235294118,0,0,0,0,0
256,-268.8,2210,Hf0.75NbTa0.5Ti1.5Zr1.25,0,0,0,0,0,0,0,0.117647059,0.352941176,0,0.294117647,0.235294118,0,0,0,0,0
257,-196,1920,Hf0.75NbTa0.5Ti1.5Zr1.25,0,0,0,0,0,0,0,0.117647059,0.352941176,0,0.294117647,0.235294118,0,0,0,0,0
258,-196,1880,Hf0.75NbTa0.5Ti1.5Zr1.25,0,0,0,0,0,0,0,0.117647059,0.352941176,0,0.294117647,0.235294118,0,0,0,0,0
259,-153,1640,Hf0.75NbTa0.5Ti1.5Zr1.25,0,0,0,0,0,0,0,0.117647059,0.352941176,0,0.294117647,0.235294118,0,0,0,0,0
260,-153,1550,Hf0.75NbTa0.5Ti1.5Zr1.25,0,0,0,0,0,0,0,0.117647059,0.352941176,0,0.294117647,0.235294118,0,0,0,0,0
261,-103,1380,Hf0.75NbTa0.5Ti1.5Zr1.25,0,0,0,0,0,0,0,0.117647059,0.352941176,0,0.294117647,0.235294118,0,0,0,0,0
262,-103,1370,Hf0.75NbTa0.5Ti1.5Zr1.25,0,0,0,0,0,0,0,0.117647059,0.352941176,0,0.294117647,0.235294118,0,0,0,0,0
263,-43,1200,Hf0.75NbTa0.5Ti1.5Zr1.25,0,0,0,0,0,0,0,0.117647059,0.352941176,0,0.294117647,0.235294118,0,0,0,0,0
264,-43,1180,Hf0.75NbTa0.5Ti1.5Zr1.25,0,0,0,0,0,0,0,0.117647059,0.352941176,0,0.294117647,0.235294118,0,0,0,0,0
265,25,1150,Hf0.75NbTa0.5Ti1.5Zr1.25,0,0,0,0,0,0,0,0.117647059,0.352941176,0,0.294117647,0.235294118,0,0,0,0,0
266,25,1100,Hf0.75NbTa0.5Ti1.5Zr1.25,0,0,0,0,0,0,0,0.117647059,0.352941176,0,0.294117647,0.235294118,0,0,0,0,0
267,72,1040,Hf0.75NbTa0.5Ti1.5Zr1.25,0,0,0,0,0,0,0,0.117647059,0.352941176,0,0.294117647,0.235294118,0,0,0,0,0
268,72,1020,Hf0.75NbTa0.5Ti1.5Zr1.25,0,0,0,0,0,0,0,0.117647059,0.352941176,0,0.294117647,0.235294118,0,0,0,0,0
269,2096,0,Hf0.75NbTa0.5Ti1.5Zr1.25,0,0,0,0,0,0,0,0.117647059,0.352941176,0,0.294117647,0.235294118,0,0,0,0,0
270,25,1617,HfMo0.5NbSi0.3TiV0.5,0,0,0,0,0,0,0,0,0.333333333,0.166666667,0,0.333333333,0.166666667,0,0,0,0
271,1200,166,HfMo0.5NbSi0.3TiV0.5,0,0,0,0,0,0,0,0,0.333333333,0.166666667,0,0.333333333,0.166666667,0,0,0,0
272,2109,0,HfMo0.5NbSi0.3TiV0.5,0,0,0,0,0,0,0,0,0.333333333,0.166666667,0,0.333333333,0.166666667,0,0,0,0
273,25,1617,HfMo0.5NbSi0.3TiV0.5,0,0,0,0,0,0,0,0,0.333333333,0.166666667,0,0.333333333,0.166666667,0,0,0,0
274,1000,398,HfMo0.5NbSi0.3TiV0.5,0,0,0,0,0,0,0,0,0.333333333,0.166666667,0,0.333333333,0.166666667,0,0,0,0
275,1200,166,HfMo0.5NbSi0.3TiV0.5,0,0,0,0,0,0,0,0,0.333333333,0.166666667,0,0.333333333,0.166666667,0,0,0,0
276,2109,0,HfMo0.5NbSi0.3TiV0.5,0,0,0,0,0,0,0,0,0.333333333,0.166666667,0,0.333333333,0.166666667,0,0,0,0
277,25,1600,HfMoNbTaTiZr,0,0,0,0,0,0,0,0.2,0.2,0,0.2,0.2,0.2,0,0,0,0
278,800,1045,HfMoNbTaTiZr,0,0,0,0,0,0,0,0.2,0.2,0,0.2,0.2,0.2,0,0,0,0
279,1000,855,HfMoNbTaTiZr,0,0,0,0,0,0,0,0.2,0.2,0,0.2,0.2,0.2,0,0,0,0
280,1200,404,HfMoNbTaTiZr,0,0,0,0,0,0,0,0.2,0.2,0,0.2,0.2,0.2,0,0,0,0
281,2279,0,HfMoNbTaTiZr,0,0,0,0,0,0,0,0.2,0.2,0,0.2,0.2,0.2,0,0,0,0
282,23,1575,HfMoNbTiZr,0,0,0,0,0,0,0,0,0.25,0,0.25,0.25,0.25,0,0,0,0
283,800,825,HfMoNbTiZr,0,0,0,0,0,0,0,0,0.25,0,0.25,0.25,0.25,0,0,0,0
284,1000,635,HfMoNbTiZr,0,0,0,0,0,0,0,0,0.25,0,0.25,0.25,0.25,0,0,0,0
285,1200,187,HfMoNbTiZr,0,0,0,0,0,0,0,0,0.25,0,0.25,0.25,0.25,0,0,0,0
286,2297,0,HfMoNbTiZr,0,0,0,0,0,0,0,0,0.25,0,0.25,0.25,0.25,0,0,0,0
287,25,1399,HfNbSi0.5TiV,0,0,0,0,0,0,0,0,0.333333333,0.333333333,0,0.333333333,0,0,0,0,0
288,800,875,HfNbSi0.5TiV,0,0,0,0,0,0,0,0,0.333333333,0.333333333,0,0.333333333,0,0,0,0,0
289,1000,240,HfNbSi0.5TiV,0,0,0,0,0,0,0,0,0.333333333,0.333333333,0,0.333333333,0,0,0,0,0
290,1999,0,HfNbSi0.5TiV,0,0,0,0,0,0,0,0,0.333333333,0.333333333,0,0.333333333,0,0,0,0,0
291,25,1540,HfNbSi0.5TiVZr,0,0,0,0,0,0,0,0,0.25,0.25,0.25,0.25,0,0,0,0,0
292,25,1483,HfNbSi0.5TiVZr,0,0,0,0,0,0,0,0,0.25,0.25,0.25,0.25,0,0,0,0,0
293,400,1273,HfNbSi0.5TiVZr,0,0,0,0,0,0,0,0,0.25,0.25,0.25,0.25,0,0,0,0,0
294,600,920,HfNbSi0.5TiVZr,0,0,0,0,0,0,0,0,0.25,0.25,0.25,0.25,0,0,0,0,0
295,600,597,HfNbSi0.5TiVZr,0,0,0,0,0,0,0,0,0.25,0.25,0.25,0.25,0,0,0,0,0
296,800,371,HfNbSi0.5TiVZr,0,0,0,0,0,0,0,0,0.25,0.25,0.25,0.25,0,0,0,0,0
297,800,102,HfNbSi0.5TiVZr,0,0,0,0,0,0,0,0,0.25,0.25,0.25,0.25,0,0,0,0,0
298,1973,0,HfNbSi0.5TiVZr,0,0,0,0,0,0,0,0,0.25,0.25,0.25,0.25,0,0,0,0,0
299,23,929,HfNbTaTiZr,0,0,0,0,0,0,0,0.25,0.25,0,0.25,0.25,0,0,0,0,0
300,600,675,HfNbTaTiZr,0,0,0,0,0,0,0,0.25,0.25,0,0.25,0.25,0,0,0,0,0
301,800,535,HfNbTaTiZr,0,0,0,0,0,0,0,0.25,0.25,0,0.25,0.25,0,0,0,0,0
302,1000,295,HfNbTaTiZr,0,0,0,0,0,0,0,0.25,0.25,0,0.25,0.25,0,0,0,0,0
303,1200,92,HfNbTaTiZr,0,0,0,0,0,0,0,0.25,0.25,0,0.25,0.25,0,0,0,0,0
304,2250,0,HfNbTaTiZr,0,0,0,0,0,0,0,0.25,0.25,0,0.25,0.25,0,0,0,0,0
305,25,1515,MoNbTaTiVW,0,0,0,0,0,0,0,0.166666667,0.166666667,0.166666667,0,0.166666667,0.166666667,0,0.166666667,0,0
306,600,973,MoNbTaTiVW,0,0,0,0,0,0,0,0.166666667,0.166666667,0.166666667,0,0.166666667,0.166666667,0,0.166666667,0,0
307,800,791.3,MoNbTaTiVW,0,0,0,0,0,0,0,0.166666667,0.166666667,0.166666667,0,0.166666667,0.166666667,0,0.166666667,0,0
308,1000,752.8,MoNbTaTiVW,0,0,0,0,0,0,0,0.166666667,0.166666667,0.166666667,0,0.166666667,0.166666667,0,0.166666667,0,0
309,1200,659,MoNbTaTiVW,0,0,0,0,0,0,0,0.166666667,0.166666667,0.166666667,0,0.166666667,0.166666667,0,0.166666667,0,0
310,2520,0,MoNbTaTiVW,0,0,0,0,0,0,0,0.166666667,0.166666667,0.166666667,0,0.166666667,0.166666667,0,0.166666667,0,0
311,23,1246,MoNbTaVW,0,0,0,0,0,0,0,0.2,0,0.2,0,0.2,0.2,0,0.2,0,0
312,600,862,MoNbTaVW,0,0,0,0,0,0,0,0.2,0,0.2,0,0.2,0.2,0,0.2,0,0
313,800,846,MoNbTaVW,0,0,0,0,0,0,0,0.2,0,0.2,0,0.2,0.2,0,0.2,0,0
314,1000,842,MoNbTaVW,0,0,0,0,0,0,0,0.2,0,0.2,0,0.2,0.2,0,0.2,0,0
315,1200,735,MoNbTaVW,0,0,0,0,0,0,0,0.2,0,0.2,0,0.2,0.2,0,0.2,0,0
316,1400,656,MoNbTaVW,0,0,0,0,0,0,0,0.2,0,0.2,0,0.2,0.2,0,0.2,0,0
317,1600,477,MoNbTaVW,0,0,0,0,0,0,0,0.2,0,0.2,0,0.2,0.2,0,0.2,0,0
318,2690,0,MoNbTaVW,0,0,0,0,0,0,0,0.2,0,0.2,0,0.2,0.2,0,0.2,0,0
319,23,1058,MoNbTaW,0,0,0,0,0,0,0,0.25,0,0,0,0.25,0.25,0,0.25,0,0
320,600,561,MoNbTaW,0,0,0,0,0,0,0,0.25,0,0,0,0.25,0.25,0,0.25,0,0
321,800,552,MoNbTaW,0,0,0,0,0,0,0,0.25,0,0,0,0.25,0.25,0,0.25,0,0
322,1000,548,MoNbTaW,0,0,0,0,0,0,0,0.25,0,0,0,0.25,0.25,0,0.25,0,0
323,1200,506,MoNbTaW,0,0,0,0,0,0,0,0.25,0,0,0,0.25,0.25,0,0.25,0,0
324,1400,421,MoNbTaW,0,0,0,0,0,0,0,0.25,0,0,0,0.25,0.25,0,0.25,0,0
325,1600,405,MoNbTaW,0,0,0,0,0,0,0,0.25,0,0,0,0.25,0.25,0,0.25,0,0
326,2885,0,MoNbTaW,0,0,0,0,0,0,0,0.25,0,0,0,0.25,0.25,0,0.25,0,0
327,850,310,N0.05Co45Cr25Fe15Ni15,0,0.25,0,0.15,0.45,0.15,0,0,0,0,0,0,0,0,0,0,0
328,850,240,N0.05Co45Cr25Fe15Ni15,0,0.25,0,0.15,0.45,0.15,0,0,0,0,0,0,0,0,0,0,0
329,850,160,N0.05Co45Cr25Fe15Ni15,0,0.25,0,0.15,0.45,0.15,0,0,0,0,0,0,0,0,0,0,0
330,900,260,N0.05Co45Cr25Fe15Ni15,0,0.25,0,0.15,0.45,0.15,0,0,0,0,0,0,0,0,0,0,0
331,900,190,N0.05Co45Cr25Fe15Ni15,0,0.25,0,0.15,0.45,0.15,0,0,0,0,0,0,0,0,0,0,0
332,900,100,N0.05Co45Cr25Fe15Ni15,0,0.25,0,0.15,0.45,0.15,0,0,0,0,0,0,0,0,0,0,0
333,950,210,N0.05Co45Cr25Fe15Ni15,0,0.25,0,0.15,0.45,0.15,0,0,0,0,0,0,0,0,0,0,0
334,950,130,N0.05Co45Cr25Fe15Ni15,0,0.25,0,0.15,0.45,0.15,0,0,0,0,0,0,0,0,0,0,0
335,950,70,N0.05Co45Cr25Fe15Ni15,0,0.25,0,0.15,0.45,0.15,0,0,0,0,0,0,0,0,0,0,0
336,1000,150,N0.05Co45Cr25Fe15Ni15,0,0.25,0,0.15,0.45,0.15,0,0,0,0,0,0,0,0,0,0,0
337,1000,80,N0.05Co45Cr25Fe15Ni15,0,0.25,0,0.15,0.45,0.15,0,0,0,0,0,0,0,0,0,0,0
338,1000,50,N0.05Co45Cr25Fe15Ni15,0,0.25,0,0.15,0.45,0.15,0,0,0,0,0,0,0,0,0,0,0
339,1598.49,0,N0.05Co45Cr25Fe15Ni15,0,0.25,0,0.15,0.45,0.15,0,0,0,0,0,0,0,0,0,0,0
340,22,675,Nb30Ti40Zr30,0,0,0,0,0,0,0,0,0.4,0,0.3,0.3,0,0,0,0,0
341,600,370,Nb30Ti40Zr30,0,0,0,0,0,0,0,0,0.4,0,0.3,0.3,0,0,0,0,0
342,700,210,Nb30Ti40Zr30,0,0,0,0,0,0,0,0,0.4,0,0.3,0.3,0,0,0,0,0
343,800,125,Nb30Ti40Zr30,0,0,0,0,0,0,0,0,0.4,0,0.3,0.3,0,0,0,0,0
344,1000,115,Nb30Ti40Zr30,0,0,0,0,0,0,0,0,0.4,0,0.3,0.3,0,0,0,0,0
345,1966.8,0,Nb30Ti40Zr30,0,0,0,0,0,0,0,0,0.4,0,0.3,0.3,0,0,0,0,0
346,-187,2112,NbTaTiVZr,0,0,0,0,0,0,0,0.2,0.2,0.2,0.2,0.2,0,0,0,0,0
347,25,1513,NbTaTiVZr,0,0,0,0,0,0,0,0.2,0.2,0.2,0.2,0.2,0,0,0,0,0
348,1200,78,NbTaTiVZr,0,0,0,0,0,0,0,0.2,0.2,0.2,0.2,0.2,0,0,0,0,0
349,2185.4,0,NbTaTiVZr,0,0,0,0,0,0,0,0.2,0.2,0.2,0.2,0.2,0,0,0,0,0
350,25,918,NbTiV2Zr,0,0,0,0,0,0,0,0,0.2,0.4,0.2,0.2,0,0,0,0,0
351,600,571,NbTiV2Zr,0,0,0,0,0,0,0,0,0.2,0.4,0.2,0.2,0,0,0,0,0
352,800,240,NbTiV2Zr,0,0,0,0,0,0,0,0,0.2,0.4,0.2,0.2,0,0,0,0,0
353,1000,72,NbTiV2Zr,0,0,0,0,0,0,0,0,0.2,0.4,0.2,0.2,0,0,0,0,0
354,1964,0,NbTiV2Zr,0,0,0,0,0,0,0,0,0.2,0.4,0.2,0.2,0,0,0,0,0
355,25,1105,NbTiVZr,0,0,0,0,0,0,0,0,0.25,0.25,0.25,0.25,0,0,0,0,0
356,600,834,NbTiVZr,0,0,0,0,0,0,0,0,0.25,0.25,0.25,0.25,0,0,0,0,0
357,800,187,NbTiVZr,0,0,0,0,0,0,0,0,0.25,0.25,0.25,0.25,0,0,0,0,0
358,1000,58,NbTiVZr,0,0,0,0,0,0,0,0,0.25,0.25,0.25,0.25,0,0,0,0,0
359,1978,0,NbTiVZr,0,0,0,0,0,0,0,0,0.25,0.25,0.25,0.25,0,0,0,0,0
360,25,354,Al0.05Cr0.5FeMn0.625Ni0.375,0.019607843,0.196078431,0.245098039,0.392156863,0,0.147058824,0,0,0,0,0,0,0,0,0,0,0
361,400,260,Al0.05Cr0.5FeMn0.625Ni0.375,0.019607843,0.196078431,0.245098039,0.392156863,0,0.147058824,0,0,0,0,0,0,0,0,0,0,0
362,600,155,Al0.05Cr0.5FeMn0.625Ni0.375,0.019607843,0.196078431,0.245098039,0.392156863,0,0.147058824,0,0,0,0,0,0,0,0,0,0,0
363,1447.64,0,Al0.05Cr0.5FeMn0.625Ni0.375,0.019607843,0.196078431,0.245098039,0.392156863,0,0.147058824,0,0,0,0,0,0,0,0,0,0,0
364,25,550,Al0.15Cr0.5FeMn0.625Ni0.375,0.056603774,0.188679245,0.235849057,0.377358491,0,0.141509434,0,0,0,0,0,0,0,0,0,0,0
365,400,469,Al0.15Cr0.5FeMn0.625Ni0.375,0.056603774,0.188679245,0.235849057,0.377358491,0,0.141509434,0,0,0,0,0,0,0,0,0,0,0
366,600,272,Al0.15Cr0.5FeMn0.625Ni0.375,0.056603774,0.188679245,0.235849057,0.377358491,0,0.141509434,0,0,0,0,0,0,0,0,0,0,0
367,1448.39,0,Al0.15Cr0.5FeMn0.625Ni0.375,0.056603774,0.188679245,0.235849057,0.377358491,0,0.141509434,0,0,0,0,0,0,0,0,0,0,0
368,25,1965,Al0.214Nb0.714Ta0.571TiV0.143Zr0.929,0.059927191,0,0,0,0,0,0,0.159899188,0.280033604,0.040044805,0.260151218,0.199943993,0,0,0,0,0
369,800,678,Al0.214Nb0.714Ta0.571TiV0.143Zr0.929,0.059927191,0,0,0,0,0,0,0.159899188,0.280033604,0.040044805,0.260151218,0.199943993,0,0,0,0,0
370,1000,166,Al0.214Nb0.714Ta0.571TiV0.143Zr0.929,0.059927191,0,0,0,0,0,0,0.159899188,0.280033604,0.040044805,0.260151218,0.199943993,0,0,0,0,0
371,2043.42,0,Al0.214Nb0.714Ta0.571TiV0.143Zr0.929,0.059927191,0,0,0,0,0,0,0.159899188,0.280033604,0.040044805,0.260151218,0.199943993,0,0,0,0,0
372,25,1965,Al0.214Nb0.714Ta0.714TiZr0.929,0.059927191,0,0,0,0,0,0,0.199943993,0.280033604,0,0.260151218,0.199943993,0,0,0,0,0
373,800,362,Al0.214Nb0.714Ta0.714TiZr0.929,0.059927191,0,0,0,0,0,0,0.199943993,0.280033604,0,0.260151218,0.199943993,0,0,0,0,0
374,1000,236,Al0.214Nb0.714Ta0.714TiZr0.929,0.059927191,0,0,0,0,0,0,0.199943993,0.280033604,0,0.260151218,0.199943993,0,0,0,0,0
375,2087.75,0,Al0.214Nb0.714Ta0.714TiZr0.929,0.059927191,0,0,0,0,0,0,0.199943993,0.280033604,0,0.260151218,0.199943993,0,0,0,0,0
376,23,1240,Al0.24NbTiVZr,0.056603774,0,0,0,0,0,0,0,0.235849057,0.235849057,0.235849057,0.235849057,0,0,0,0,0
377,1000,82,Al0.24NbTiVZr,0.056603774,0,0,0,0,0,0,0,0.235849057,0.235849057,0.235849057,0.235849057,0,0,0,0,0
378,1200,24,Al0.24NbTiVZr,0.056603774,0,0,0,0,0,0,0,0.235849057,0.235849057,0.235849057,0.235849057,0,0,0,0,0
379,1902.95,0,Al0.24NbTiVZr,0.056603774,0,0,0,0,0,0,0,0.235849057,0.235849057,0.235849057,0.235849057,0,0,0,0,0
380,25,994,Al0.25Cr0.5FeMn0.625Ni0.375,0.090909091,0.181818182,0.227272727,0.363636364,0,0.136363636,0,0,0,0,0,0,0,0,0,0,0
381,400,943,Al0.25Cr0.5FeMn0.625Ni0.375,0.090909091,0.181818182,0.227272727,0.363636364,0,0.136363636,0,0,0,0,0,0,0,0,0,0,0
382,600,359,Al0.25Cr0.5FeMn0.625Ni0.375,0.090909091,0.181818182,0.227272727,0.363636364,0,0.136363636,0,0,0,0,0,0,0,0,0,0,0
383,1447.64,0,Al0.25Cr0.5FeMn0.625Ni0.375,0.090909091,0.181818182,0.227272727,0.363636364,0,0.136363636,0,0,0,0,0,0,0,0,0,0,0
384,25,1340,Al0.25Cr0.5Nb0.5TiV0.25,0.1,0.2,0,0,0,0,0,0,0.4,0.1,0,0.2,0,0,0,0,0
385,600,930,Al0.25Cr0.5Nb0.5TiV0.25,0.1,0.2,0,0,0,0,0,0,0.4,0.1,0,0.2,0,0,0,0,0
386,800,445,Al0.25Cr0.5Nb0.5TiV0.25,0.1,0.2,0,0,0,0,0,0,0.4,0.1,0,0.2,0,0,0,0,0
387,1000,90,Al0.25Cr0.5Nb0.5TiV0.25,0.1,0.2,0,0,0,0,0,0,0.4,0.1,0,0.2,0,0,0,0,0
388,1801.05,0,Al0.25Cr0.5Nb0.5TiV0.25,0.1,0.2,0,0,0,0,0,0,0.4,0.1,0,0.2,0,0,0,0,0
389,23,627,Al0.278Co0.694Cr0.222Fe0.417NiTi0.167,0.100071994,0.079913607,0,0.150107991,0.249820014,0.359971202,0,0,0.060115191,0,0,0,0,0,0,0,0
390,23,520,Al0.278Co0.694Cr0.222Fe0.417NiTi0.167,0.100071994,0.079913607,0,0.150107991,0.249820014,0.359971202,0,0,0.060115191,0,0,0,0,0,0,0,0
