ID,Comp,Tbreak,YS at Tbreak,Ys at 600C,Ys at 800C,,Al,Cr,Mn,Fe,Co,Ni,Cu,Ta,Ti,V,Zr,Nb,Mo,Zn,W,Sn,Nd,Hf,Si,VEC,ElectDiff,Atomic Size Diff,Mixing Enthalpy,Mixing Entropy,AVG Shear Modulus,AVG Bulk Modulus,AVG Possion Ratio,Itinerate Electron,Cohesive Energy,Gamma,Local Size Mismatch,Local Shear Modulus Mismatch,Local Electronegativity Mismatch,Avg Melting Pt,Assigned Point,Criteria Satisfied,Temp Range,Comment,Cat,
77,Hf0.25NbTaW0.5,2614.414692,292.6998188,732.5741337,659.3140535,,0,0,0,0,0,0,0,0.363636364,0,0,0,0.363636364,0,0,0.181818182,0,0,0.090909091,0,5.45454546,0.33358558,3.736025085,-3.438016536,10.50602295,116.8181819,200.9090911,0.353636364,5.818181824,6.562727279,1.1734311,-0.000446281,0.413223141,-0.086280992,3195.409094,3492.514148,2,5,,3,64
130,TiZrTa0.7NbMo,1295.815342,353.4110118,627.8136859,478.3969176,,0,0,0,0,0,0,0,0.14893617,0.212765957,0,0.212765957,0.212765957,0.212765957,0,0,0,0,0,0,4.99999999,0.288670168,5.450244127,-1.937528285,13.30808933,70.21276582,158.297872,0.350638297,5.14893616,5.814042542,1.189340189,0.015024898,1.439565413,-0.116387505,2597.830846,3416.281413,3,5,,3,65
7,Al0.25NbTaTiZr,1335.324989,331.3031071,694.8135031,504.3439851,,0.058823529,0,0,0,0,0,0,0.235294118,0.235294118,0,0.235294118,0.235294118,0,0,0,0,0,0,0,4.647058829,0.101196988,4.409958965,-3.930795807,12.70766391,72.58823539,139.5294119,0.358235294,4.882352947,5.340588242,1.130007109,-0.012501038,0.359861616,0.001522491,2513.914709,3323.143632,3,5,,3,66
118,NbRe0.3TiZr,1161.232676,509.711027,686.1705177,558.2723004,,0,0,0,0,0,0,0,0,0.333333333,0,0.333333333,0.333333333,0,0,0,0,0,0,0,4.666666662,0.115758369,4.950136032,2.666666661,9.133862567,60.66666661,124.6666665,0.366666666,4.666666662,5.489999995,1.129239624,-0.006666667,-13.55555553,-0.013333333,2273.149998,3200.076784,3,4,,3,67
25,Al15Cr20Nb15Ti40Zr10,824.618108,1510.322186,1105.545675,304.4241291,,0.15,0.2,0,0,0,0,0,0,0.4,0,0.1,0.15,0,0,0,0,0,0,0,4.55,0.089770541,6.835318212,-15.98,12.36955573,63.55,122.3,0.3295,4.55,5.3695,1.303637986,-0.03189825,-2.3125,0.025875,2073.35,3090.101387,3,2,,3,68
101,MoNbTaTi,1977.263815,267.002115,654.5416363,556.4249096,,0,0,0,0,0,0,0,0.25,0.25,0,0,0.25,0.25,0,0,0,0,0,0,5.25,0.26795522,2.77353204,-3,11.52565132,83.25,177.5,0.3525,5.5,6.0875,1.076472201,0.0163125,6.6875,-0.1275,2787.65,2778.27016,2,5,,3,69
34,AlCrCuFeNi,697.530323,1353.62637,328.765324,65.51662498,,0.2,0.2,0,0.2,0,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,7.6,0.124161186,5.617021523,-4,13.3808668,69.4,145.2,0.296,7.6,5.908,1.168757742,0.024848,-0.4,-0.0664,1875.15,2727.969878,3,2,,3,70
17,Al0.5CrNbTi2V0.5,924.8972836,898.8311299,929.0557124,371.9626559,,0.1,0.2,0,0,0,0,0,0,0.4,0.1,0,0.2,0,0,0,0,0,0,0,4.8,0.046861498,5.574919479,-10.96,12.22830167,67.9,133.6,0.336,4.8,5.693,1.181138601,-0.021855,-2.51,0.0066,2156.05,2722.559543,3,3,,3,71
6,Al0.25Cr0.5Nb0.5TiV0.25,925.7314807,896.0026864,926.8441092,372.5395165,,0.1,0.2,0,0,0,0,0,0,0.4,0.1,0,0.2,0,0,0,0,0,0,0,4.8,0.046861498,5.574919479,-10.96,12.22830167,67.9,133.6,0.336,4.8,5.693,1.181138601,-0.021855,-2.51,0.0066,2156.05,2717.736853,3,3,,3,72
26,Al15Mo10Nb20Ti35V20,1018.386905,770.8979637,807.6585517,550.3545341,,0.15,0,0,0,0,0,0,0,0.35,0.2,0,0.2,0.1,0,0,0,0,0,0,4.65,0.176093015,3.095410805,-11.88,12.6874917,54.1,138.9,0.3605,4.65,5.4995,1.096619629,0.00624675,-11.135,-0.057675,2136.6,2560.182832,3,3,,3,73
94,HfNbSi0.5TiVZr,732.9579618,1208.298498,622.7583046,241.6695637,,0,0,0,0,0,0,0,0,0.181818182,0.181818182,0.181818182,0.181818182,0,0,0,0,0,0.181818182,0.090909091,4.54545455,0.178672793,9.863406091,-21.75206616,14.69716889,57.45454551,126.0909092,0.36,4.181818186,5.668181824,1.467404642,0.001818182,-7.867768611,-0.000991736,2245.836366,2545.405708,3,2,,3,74
128,Ti30Hf20Nb20Ta10V10Mo7W3,1649.930861,293.5585675,689.8231562,553.6339366,,0,0,0,0,0,0,0,0.1,0.3,0.1,0,0.2,0.07,0,0.03,0,0,0.2,0,4.8,0.242736483,5.306777609,-0.724,14.60627601,72.18,150.4,0.3631,4.53,6.0047,1.204204118,-0.0217868,-1.6716,-0.00112,2521.79,2530.606563,2,5,,3,75
45,AlNbTiV,1045.144539,739.2347609,794.8815135,589.3218029,,0.25,0,0,0,0,0,0,0,0.25,0.25,0,0.25,0,0,0,0,0,0,0,4.5,0.03354102,3.189674193,-16.25,11.52565132,53,129,0.365,4.5,5.3075,1.096310308,0.00031875,-14.375,-0.00375,2020.15,2523.614061,3,3,,4,76
117,NbMoTaW,1747.308278,252.6636973,734.5363496,575.4311627,,0,0,0,0,0,0,0,0.25,0,0,0,0.25,0.25,0,0.25,0,0,0,0,5.75,0.363696302,3.295786493,-6.5,11.52565132,112.25,227.5,0.3325,6.25,6.8675,1.076812136,0.02275,-4.9375,-0.19625,3226.15,2505.29937,2,5,,4,77
96,HfNbTaTiWZr,1651.331813,264.7419708,730.9573407,563.0603712,,0,0,0,0,0,0,0,0.166666667,0.166666667,0,0.166666667,0.166666667,0,0,0.166666667,0,0,0.166666667,0,4.833333343,0.354483192,5.601214595,-2.11111112,14.89668824,87.83333351,165.666667,0.348333334,4.833333343,6.026666679,1.180836161,-0.00925,-4.027777794,-0.048055556,2763.958339,2445.557725,2,5,,4,78
95,HfNbTaTi,1904.035358,163.4105308,457.1281794,374.4346141,,0,0,0,0,0,0,0,0.25,0.25,0,0,0.25,0,0,0,0,0,0.25,0,4.75,0.112583302,4.164753157,2.5,11.52565132,83.5,147.5,0.3675,4.5,5.9225,1.121851703,-0.02625,6.5,0.03375,2690.1125,2394.26695,2,5,,4,79
121,NbTaTiV,1256.267868,486.9704507,736.9583748,593.6698606,,0,0,0,0,0,0,0,0.25,0.25,0.25,0,0.25,0,0,0,0,0,0,0,5,0.050682837,3.457348958,-0.25,11.52565132,76.5,160,0.3675,5.25,5.805,1.096102933,0.005625,3.25,-0.024375,2609.4,2230.208769,2,4,,4,80
119,NbTa0.3TiZr,1161.360534,496.7033909,601.4626442,526.7014063,,0,0,0,0,0,0,0,0.090909091,0.303030303,0,0.303030303,0.303030303,0,0,0,0,0,0,0,4.696969697,0.110408707,4.782680093,2.644628099,10.83625594,66.06060607,131.5151515,0.364242424,4.787878788,5.48,1.129584381,-0.008539945,-6.299357202,-0.010192837,2390.422727,2154.767315,2,4,,4,81
107,MoNbTiVZr,1259.856347,438.4878049,756.498567,570.6361112,,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0.2,0.2,0,0,0,0,0,0,5,0.274765354,6.372338414,-2.72,13.3808668,56.6,152.8,0.356,5,5.904,1.212199109,0.00112,-8.64,-0.0968,2379.75,2136.831957,2,4,,4,82
2,Al0.214Nb0.714Ta0.571TiV0.143Zr0.929,1034.657168,694.1456255,872.2500195,570.2010414,,0.059927191,0,0,0,0,0,0,0.159899188,0.280033604,0.040044805,0.260151218,0.199943993,0,0,0,0,0,0,0,4.539904784,0.106612485,5.011526399,-4.857779831,13.46236676,64.12825535,132.1898627,0.358199384,4.699803972,5.252733123,1.211212441,-0.016139909,-1.035318322,0.0081682,2376.553807,2075.875607,2,3,,4,83
13,Al0.3NbTa0.8Ti1.4V0.2Zr1.3,1046.094633,654.7394556,844.359275,570.3024642,,0.06,0,0,0,0,0,0,0.16,0.28,0.04,0.26,0.2,0,0,0,0,0,0,0,4.54,0.106595309,5.010284875,-4.864,13.46310821,64.14,132.2,0.3582,4.7,5.2528,1.211212441,-0.01613212,-1.0364,0.00816,2376.67,2028.203816,2,3,,4,84
8,Al0.278Co0.694Cr0.222Fe0.417NiTi0.167,1102.799964,462.6002276,494.5968453,466.6297243,,0.100071994,0.079913607,0,0.150107991,0.249820014,0.359971202,0,0,0.060115191,0,0,0,0,0,0,0,0,0,0,8.069114462,0.122470714,5.281985892,-13.98761688,13.30451822,72.84017272,162.285097,0.304013679,8.069114462,6.802098625,1.167661443,0.006328886,-0.0322774,-0.027052817,1976.558565,2028.000419,2,4,,4,85
57,CoCrFeHf0.3Ni,991.2320069,691.0449205,710.0244064,400.4006549,,0,0.23255814,0,0.23255814,0.23255814,0.23255814,0,0,0,0,0,0,0,0,0,0,0,0.069767442,0,7.953488388,0.162008086,6.875667822,-10.18929155,12.82528553,85.46511645,168.1395352,0.28627907,7.813953504,7.276511642,1.315176859,-0.022360195,8.134126587,-0.009518659,2170.093028,2027.799388,2,3,,4,86
71,CrNbTiZr,816.6687492,1190.984918,900.3706577,333.5016215,,0,0.25,0,0,0,0,0,0,0.25,0,0.25,0.25,0,0,0,0,0,0,0,5,0.12437343,8.707538803,-5,11.52565132,74.25,133.5,0.3275,5,5.905,1.303576833,-0.05016875,2.5625,0.024375,2318.15,2007.653667,2,2,,4,87
126,NbTiZr,1086.74883,455.9968447,560.0072087,462.0632585,,0,0,0,0,0,0,0,0,0.333333333,0,0.333333333,0.333333333,0,0,0,0,0,0,0,4.666666662,0.115758369,4.950136032,2.666666661,9.133862567,60.66666661,124.6666665,0.366666666,4.666666662,5.489999995,1.129239624,-0.006666667,-13.55555553,-0.013333333,2273.149998,1998.742519,2,4,,4,88
129,Ti37V15Nb22Hf23W3,1056.526139,618.9887336,679.1344924,552.3414308,,0,0,0,0,0,0,0,0,0.37,0.15,0,0.22,0,0,0.03,0,0,0.23,0,4.65,0.188180206,5.57750823,-0.0524,11.8788075,64.68,136.7,0.3702,4.22,5.9369,1.203719767,-0.0306343,-9.0986,0.028011,2337.9655,1985.00924,2,3,,4,89
97,HfNbTaTiZr,1169.416522,402.3624581,549.6054311,445.3181943,,0,0,0,0,0,0,0,0.2,0.2,0,0.2,0.2,0,0,0,0,0,0.2,0,4.6,0.118253964,4.770850331,2.72,13.3808668,73.4,136.8,0.362,4.4,5.656,1.128816417,-0.0232,3.92,0.0272,2577.72,1974.141438,2,4,,4,90
76,Hf0.25Nb0.5TiV0.5Zr0.5,1438.553491,172.6572731,444.4025608,318.1094781,,0,0,0,0,0,0,0,0,0.363636364,0.181818182,0.181818182,0.181818182,0,0,0,0,0,0.090909091,0,4.54545455,0.119627521,6.116656251,5.55E-17,12.60159592,53.72727278,127.0909092,0.366363637,4.363636368,5.528181824,1.209249248,-0.02661157,-8.36363638,0.024793388,2217.590911,1956.525311,2,5,,4,91
50,AlNbTiVZr1.5,840.7001854,1071.699578,880.7706981,261.3620215,,0.181818182,0,0,0,0,0,0,0,0.181818182,0.181818182,0.272727273,0.181818182,0,0,0,0,0,0,0,4.363636368,0.121437669,6.192855619,-17.32231408,13.25390194,47.54545459,119.4545456,0.358181819,4.363636368,5.111818187,1.211295897,-0.022557025,-10.77685953,0.023801653,2049.604548,1912.399764,2,2,,4,92
24,Al10Mo10Nb20Ti40V20,1055.78803,563.0166044,630.481783,509.4089422,,0.1,0,0,0,0,0,0,0,0.4,0.2,0,0.2,0.1,0,0,0,0,0,0,4.7,0.177395039,3.092930855,-9,12.22830167,55,140.6,0.362,4.7,5.568,1.096619629,0.006183,-10.46,-0.0603,2173.35,1900.312936,2,3,,4,93
21,Al0.667Nb0.667Ti0.667V0.667Zr,845.4596855,1041.245575,880.8283068,261.3452446,,0.181842966,0,0,0,0,0,0,0,0.181842966,0.181842966,0.272628135,0.181842966,0,0,0,0,0,0,0,4.363685928,0.121425095,6.192431806,-17.32267424,13.25423592,47.54743725,119.4580151,0.358184296,4.363685928,5.111889308,1.211295897,-0.022551815,-10.77821134,0.023795253,2049.593837,1886.705261,2,2,,4,94
30,AlCo0.5Cr0.5Cu0.5Fe0.5Ni0.5,1224.304,325.6689484,643.341306,436.6335348,,0.285714286,0.142857143,0,0.142857143,0.142857143,0.142857143,0.142857143,0,0,0,0,0,0,0,0,0,0,0,0,7.14285715,0.128444382,6.229939278,-8.653061242,14.53177537,64.00000006,140.2857144,0.302857143,7.14285715,5.661428577,1.169103742,0.033828571,-5.142857153,-0.068979592,1803.292859,1875.641897,2,4,,4,95
16,Al0.5CoCrCuFeNi,1321.659304,162.0173272,365.4115445,254.2881536,,0.090909091,0.181818182,0,0.181818182,0.181818182,0.181818182,0.181818182,0,0,0,0,0,0,0,0,0,0,0,0,8.272727281,0.109325505,4.150455091,-1.52066116,14.69716889,74.36363644,157.818182,0.295454546,8.272727281,6.280909097,1.169103742,0.0106,4.859504142,-0.055702479,1966.150002,1807.711285,2,5,,4,96
122,NbTaTiVZr,1155.160435,306.803404,511.1310365,355.9650862,,0,0,0,0,0,0,0,0.2,0.2,0.2,0.2,0.2,0,0,0,0,0,0,0,4.8,0.105261579,5.728563242,0.32,13.3808668,67.8,146.8,0.362,5,5.562,1.210926497,-0.0136,3.28,0.0008,2513.15,1768.767243,2,4,,4,97
62,Cr20Nb30Ti40Zr10,795.6604824,926.0001504,639.4040186,245.3885172,,0,0.2,0,0,0,0,0,0,0.4,0,0.1,0.3,0,0,0,0,0,0,0,5,0.089044932,6.901323729,-3.44,10.64070803,75.4,136.4,0.34,5,5.929,1.303576833,-0.040344,-1.12,0.0129,2304.95,1721.660633,2,2,,4,98
5,Al0.25Cr0.5FeMn0.625Ni0.375,735.2674138,934.8083469,359.3739582,89.67555048,,0.090909091,0.181818182,0.227272727,0.363636364,0,0.136363636,0,0,0,0,0,0,0,0,0,0,0,0,0,7.227272726,0.132683679,4.955523445,-6.793388427,12.50610904,80.5,149.6363636,0.277272727,7.227272726,7.454999999,1.167938299,0.021724174,-0.464876036,-0.061735537,1993.740909,1670.075761,2,2,,4,99
127,Ti0.42Hf0.21Nb0.21V0.16,858.52,748.2223714,479.3728149,1.023275638,,0,0,0,0,0,0,0,0,0.42,0.16,0,0.21,0,0,0,0,0,0.21,0,4.58,0.116620924,5.414518155,0.4704,10.91657571,60.1,130.6,0.3721,4.16,5.7983,1.202662733,-0.028875,-8.2236,0.035154,2268.3785,858.52,1,2,,4,100
125,NbTiVZr,820.6152788,711.3163312,556.5251598,218.0619979,,0,0,0,0,0,0,0,0,0.25,0.25,0.25,0.25,0,0,0,0,0,0,0,4.75,0.117153745,6.406466345,-0.25,11.52565132,54.75,133.5,0.3675,4.75,5.6075,1.210959068,-0.021875,-11.1875,0.0075,2250.65,820.6152788,1,2,,5,101
124,NbTiV2Zr,818.6993096,709.2530168,550.8956436,217.2228895,,0,0,0,0,0,0,0,0,0.2,0.4,0.2,0.2,0,0,0,0,0,0,0,4.8,0.112889326,6.682928062,-1.28,11.07573654,51.2,138.8,0.368,4.8,5.678,1.210959068,-0.0256,-9.44,0.0144,2237.15,818.6993096,1,2,,5,102
1,Al0.15Cr0.5FeMn0.625Ni0.375,798.7763775,444.6251143,272.2697228,72.62272188,,0.056603774,0.188679245,0.235849057,0.377358491,0,0.141509434,0,0,0,0,0,0,0,0,0,0,0,0,0,7.386792459,0.133188037,4.536693299,-5.258098994,12.15816732,82.55660382,152.4150945,0.275283019,7.386792459,7.608396233,1.167938299,0.017662558,1.633588438,-0.061925952,2023.461322,798.7763775,1,2,,5,103
75,Hf0.25Nb0.25TiV0.5Zr0.5,792.31369,776.4333621,523.1890514,196.6484569,,0,0,0,0,0,0,0,0,0.4,0.2,0.2,0.1,0,0,0,0,0,0.1,0,4.4,0.12163881,6.412387109,-0.72,12.22830167,48.6,122.8,0.363,4.2,5.369,1.209249248,-0.0301,-5.28,0.0342,2164.335,792.31369,1,2,,5,104
115,Nb0.5Ti0.5VZr0.5,779.1184623,852.6917612,550.9014592,217.2245736,,0,0,0,0,0,0,0,0,0.2,0.4,0.2,0.2,0,0,0,0,0,0,0,4.8,0.112889326,6.682928062,-1.28,11.07573654,51.2,138.8,0.368,4.8,5.678,1.210959068,-0.0256,-9.44,0.0144,2237.15,779.1184623,1,2,,5,105
44,AlNbTaTi,775.1624599,740,474.367037,191.1363555,,0.25,0,0,0,0,0,0,0.25,0.25,0,0,0.25,0,0,0,0,0,0,0,4.5,0.044930502,1.009210961,-16,11.52565132,73.75,139,0.3575,4.75,5.1625,1.022616706,-0.00343125,-10.0625,-0.000625,2365.15,775.1624599,1,2,,5,106
78,Hf0.25TiV0.5Zr0.5,765.1248914,508.1868789,305.696531,119.1386209,,0,0,0,0,0,0,0,0,0.444444444,0.222222222,0.222222222,0,0,0,0,0,0,0.111111111,0,4.222222218,0.123107902,6.755623782,-1.777777774,10.58395759,42.33333329,117.5555554,0.358888889,3.999999996,5.174444439,1.208866705,-0.034567901,-0.543209875,0.047407407,2099.244442,765.1248914,1,2,,5,107
12,Al0.35Cr0.5FeMn0.625Ni0.375,743.4815481,814.0080169,326.345271,79.56322377,,0.122807018,0.175438596,0.219298246,0.350877193,0,0.131578947,0,0,0,0,0,0,0,0,0,0,0,0,0,7.078947366,0.132082079,5.27858465,-8.104032024,12.72022661,78.58771926,147.0526315,0.279122807,7.078947366,7.31236842,1.167938299,0.025182248,-2.278008651,-0.061418898,1966.10614,743.4815481,1,2,,5,108
80,Hf0.4Nb1.54Ta1.54Ti0.89Zr0.64,738.5962709,475.0266636,309.7016319,163.8705927,,0,0,0,0,0,0,0,0.30738523,0.177644711,0,0.127744511,0.30738523,0,0,0,0,0,0.079840319,0,4.922155694,0.101210115,3.982025991,2.441902624,12.44487849,86.38323363,154.0638724,0.364391218,5.069860286,5.787624756,1.128816417,-0.012406006,4.782235931,0.00191059,2757.389524,738.5962709,1,2,,5,109
64,Cr3NbTiZr,985.3000528,479.6906079,582.2933227,308.9455803,,0,0.5,0,0,0,0,0,0,0.166666667,0,0.166666667,0.166666667,0,0,0,0,0,0,0,5.333333338,0.118004237,9.790536286,-8.000000015,10.32975695,87.83333339,142.3333335,0.288333334,5.333333338,6.320000005,1.303576833,-0.063558333,10.19444446,0.039166667,2363.150002,239.845304,1,3,,5,110
11,Al0.343Co0.514Cr0.514FeNi0.514,902.8528569,410.9560816,426.3602314,122.5285964,,0.118890815,0.178162912,0,0.346620451,0.178162912,0.178162912,0,0,0,0,0,0,0,0,0,0,0,0,0,7.583708853,0.106682468,4.747963125,-8.519081529,12.82401567,78.90537276,160.6058929,0.287629117,7.583708853,6.959663791,1.16904452,0.019111195,-0.973359259,-0.056596481,2023.057456,205.4780408,1,3,,5,111
31,AlCoCrCuFeNi,1028.43814,351.2249324,437.3062247,229.7470959,,0.166666667,0.166666667,0,0.166666667,0.166666667,0.166666667,0.166666667,0,0,0,0,0,0,0,0,0,0,0,0,7.833333349,0.119082138,5.257788893,-4.777777797,14.89668824,70.33333347,151.0000003,0.298333334,7.833333349,6.040000012,1.169103742,0.021286111,0.38888889,-0.0625,1902.81667,175.6124662,1,3,,5,112
56,CoCrFeHf0.2Ni,1032.060302,338.4697753,360.0209567,260.25046,,0,0.238095238,0,0.238095238,0.238095238,0.238095238,0,0,0,0,0,0,0,0,0,0,0,0.047619048,0,8.047619046,0.145491582,5.785214764,-8.253968288,12.56847688,85.95238094,169.5238095,0.284285714,7.95238095,7.296666666,1.315176859,-0.015666667,8.027210886,-0.021768707,2162.095238,169.2348877,1,3,,5,113
79,Hf0.26NbTaTi0.578Zr0.416,1006.589804,328.0320958,391.510164,260.4204885,,0,0,0,0,0,0,0,0.307314075,0.177627535,0,0.127842655,0.307314075,0,0,0,0,0,0.079901659,0,4.921942221,0.101232647,3.983065097,2.442646347,12.4462035,86.37369387,154.0516287,0.364388445,5.069452978,5.787498458,1.128816417,-0.012413388,4.78234418,0.00192719,2757.269543,164.0160479,1,3,,5,114
28,Al23Cr20Nb15Ti32Zr10,1172.367369,285.3145387,2182.62583,560.5712087,,0.23,0.2,0,0,0,0,0,0,0.32,0,0.1,0.15,0,0,0,0,0,0,0,4.47,0.090373613,6.836171201,-20.172,12.79822685,62.11,119.58,0.3271,4.47,5.2599,1.303637986,-0.02602513,-5.4773,0.025507,2014.55,142.6572693,1,4,,5,115
99,HfNbTiZr,1158.629216,265.6121564,412.4432986,303.0700317,,0,0,0,0,0,0,0,0,0.25,0,0.25,0.25,0,0,0,0,0,0.25,0,4.5,0.129687123,4.988733845,2.5,11.52565132,61.75,121,0.3675,4,5.725,1.128371935,-0.02125,-8.4375,0.028125,2331.3625,132.8060782,1,4,,5,116
69,CrNb0.333Ti0.333Zr0.333,1160.051069,199.6325613,396.6323697,245.8387636,,0,0.500250125,0,0,0,0,0,0,0.166583292,0,0.166583292,0.166583292,0,0,0,0,0,0,0,5.333666838,0.117990027,9.79060484,-8.000664679,10.3274713,87.84692352,142.3421712,0.288294147,5.333666838,6.320415213,1.303576833,-0.063556651,10.19783079,0.03916999,2363.195025,99.81628063,1,4,,5,117
54,Co0.5Fe0.5Mo0.1NiV0.25,1431.444057,147.6564318,214.5501421,187.6771755,,0,0,0,0.212765957,0.212765957,0.425531915,0,0,0,0.106382979,0,0,0.042553191,0,0,0,0,0,0,8.65957446,0.103645634,2.858969225,-6.826618378,11.5966336,72.40425524,177.8723402,0.312127659,8.65957446,7.286808503,1.106537551,-0.013105478,4.771389768,-0.001810774,2084.767019,73.82821588,1,5,,5,118
4,Al0.24NbTiVZr,1133.680381,141.9457977,278.6766626,166.0814302,,0.056603774,0,0,0,0,0,0,0,0.235849057,0.235849057,0.235849057,0.235849057,0,0,0,0,0,0,0,4.650943405,0.115472623,6.242195373,-5.989676094,12.68170538,53.12264161,130.2452833,0.365377359,4.650943405,5.481981142,1.211295897,-0.020846387,-11.49207908,0.011213955,2191.527363,70.97289886,1,4,,5,119
14,Al0.3NbTaTi1.4Zr1.3,1508.150708,141.0481077,561.9173618,363.6175314,,0.06,0,0,0,0,0,0,0.2,0.28,0,0.26,0.2,0,0,0,0,0,0,0,4.54,0.103184495,4.614647296,-4.4096,12.63103906,67.46,133.8,0.357,4.74,5.2296,1.130007109,-0.01565212,0.5332,0.007472,2431.87,70.52405386,1,5,,5,120
81,Hf0.5Nb0.667Ta0.333TiZr0.833,1012.943078,140.5779753,205.7450493,112.9157245,,0,0,0,0,0,0,0,0.099909991,0.300030003,0,0.249924992,0.200120012,0,0,0,0,0,0.150015002,0,4.500150015,0.118601387,4.985934714,2.360311999,12.84035718,64.20162018,127.0003,0.362508251,4.300030002,5.502265227,1.128816417,-0.022820817,-1.808100159,0.023617579,2396.573042,70.28898766,1,3,,5,121
114,N0.05Co45Cr25Fe15Ni15,1213.794641,132.3451339,1039.672986,310.1294216,,0,0.25,0,0.15,0.45,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,8.25,0.096156123,0.337111547,-3.45,10.60066634,86.2,173.5,0.282,8.25,7.129,1.010245322,-0.0004455,7.74,-0.0477,2144.6,66.17256697,1,4,,5,122
55,CoCrFeHf0.1Ni,1487.408683,131.4032786,206.4735031,178.2293079,,0,0.243902439,0,0.243902439,0.243902439,0.243902439,0,0,0,0,0,0,0,0,0,0,0,0.024390244,0,8.146341463,0.124724563,4.223802077,-6.115407505,12.19786503,86.46341463,170.9756098,0.282195122,8.097560975,7.317804878,1.315176859,-0.008285544,7.900059489,-0.035217133,2153.707317,65.70163931,1,5,,5,123
120,NbTaTi,1415.375207,123.8426056,239.227476,187.6595951,,0,0,0,0,0,0,0,0.333333333,0.333333333,0,0,0.333333333,0,0,0,0,0,0,0,4.999999995,0.041096093,0.975319699,1.333333331,9.133862567,89.66666658,159.9999998,0.366666666,5.333333328,5.753333328,1.022587021,0,3.333333327,-0.022222222,2751.483331,61.92130282,1,5,,5,124
0,Al0.05Cr0.5FeMn0.625Ni0.375,1154.096707,116.6269553,170.8157162,130.2002755,,0.019607843,0.196078431,0.245098039,0.392156863,0,0.147058824,0,0,0,0,0,0,0,0,0,0,0,0,0,7.558823532,0.133568132,3.97419075,-3.456362936,11.55796469,84.7745098,155.4117647,0.273137255,7.558823532,7.77382353,1.167938299,0.012884516,4.069108038,-0.06195694,2055.512745,58.31347765,1,4,,5,125
3,Al0.214Nb0.714Ta0.714TiZr0.929,1630.946792,107.9827954,561.9294934,363.6335991,,0.059927191,0,0,0,0,0,0,0.199943993,0.280033604,0,0.260151218,0.199943993,0,0,0,0,0,0,0,4.539904784,0.103196586,4.615444536,-4.402675276,12.62988551,67.45197416,133.7916549,0.356998039,4.739848777,5.229507136,1.130007109,-0.01565816,0.537026199,0.007478097,2431.815637,53.99139772,1,5,,5,126
116,Nb30Ti40Zr30,1434.207656,85.09319016,248.7977921,169.7435549,,0,0,0,0,0,0,0,0,0.4,0,0.3,0.3,0,0,0,0,0,0,0,4.6,0.110837719,4.904382794,2.4,9.053114395,59,123.2,0.366,4.6,5.417,1.129239624,-0.0114,-12.48,-0.0063,2239.95,42.54659508,1,5,,5,127
61,Cr0.5FeMn0.625Ni0.375,1330.845464,65.51518849,110.9110745,88.12548332,,0,0.2,0.25,0.4,0,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,7.65,0.133701159,3.611350613,-2.44,10.97070098,85.95,157,0.272,7.65,7.8615,1.095476107,0.01018475,5.4325,-0.0619,2072.5,32.75759425,1,5,,5,128
51,C0.1Co45Cr25Fe15Ni15,1318.11663,63.8557104,1039.183867,296.7180617,,0,0.25,0,0.15,0.45,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,8.25,0.096156123,0.337111547,-3.45,10.60066634,86.2,173.5,0.282,8.25,7.129,1.010245322,-0.0004455,7.74,-0.0477,2144.6,31.9278552,1,5,,5,129
23,Al0.6CoCrFeNi,1399.6,63.818735,198.7364573,129.096232,,0.130434783,0.217391304,0,0.217391304,0.217391304,0.217391304,0,0,0,0,0,0,0,0,0,0,0,0,0,7.565217381,0.114596357,4.895056152,-9.867674859,13.24158918,79.04347815,159.9130433,0.286521739,7.565217381,6.8247826,1.16904452,0.020810964,-1.058601163,-0.061625709,2022.454345,31.9093675,1,5,,5,130
82,Hf0.75NbTa0.5Ti1.5Zr1.25,1543.210996,55.23269181,274.5287235,170.1277471,,0,0,0,0,0,0,0,0.1,0.3,0,0.25,0.2,0,0,0,0,0,0.15,0,4.5,0.118594899,4.986049277,2.36,12.84080274,64.2,127,0.3625,4.3,5.502,1.128816417,-0.022825,-1.8,0.023625,2396.6275,27.6163459,1,5,,5,131
